14178,22977
20737,19300
10216,5288
2334,3687
18240,11476
30,422
17682,19062
28660,5434
126,130
4947,547
7681,1144
15691,20458
1778,22
3706,2441
2085,4114
3360,1804
6592,25309
10755,4815
22124,14198
15249,111
33676,9702
8340,5661
25234,17526
23579,13953
25795,9457
26478,6481
15094,19421
6381,11476
31590,29705
10196,98
6770,3889
638,463
5213,1605
18912,1144
29628,31839
18453,25705
20442,21984
3125,10982
4751,3237
25819,10982
1829,2589
74,1818
10029,4307
6577,14047
142,232
15922,28096
5988,7236
2189,4063
3995,14221
27000,27881
10561,1135
23198,10447
567,14933
339,22
1912,4694
6981,2207
152,3579
938,4488
18242,1699
25627,27377
9470,2973
25425,101
657,1994
8525,1253
943,21047
431,6377
54,11
33333,2142
11423,7142
12854,4591
1118,110
28388,22600
498,10982
10357,3183
17516,7607
3760,1118
21,1002
265,1362
32229,15826
1892,2887
2687,6568
20307,15127
28091,9023
24262,28639
18817,3485
25476,3422
3691,2452
10604,10607
16884,9767
5126,1555
425,1994
24726,14221
21579,15929
6679,4851
6395,5092
7947,616
316,546
10814,11356
657,17054
690,6614
31626,2142
690,198
1039,1106
2250,501
1956,54
16931,16379
5241,15249
21071,597
26269,964
16244,9033
14601,1313
1301,1291
19360,98
22373,110
28027,5288
15120,12266
31532,24357
34354,14221
3050,2247
741,136
11921,198
703,3816
7427,4902
17392,8079
1045,547
1526,7236
1764,234
17106,5241
32698,597
29,839
24051,11399
5312,15839
34040,26304
1179,13544
31559,6151
4041,31854
1399,5182
10447,21519
21,197
2750,450
25979,3238
3257,1944
20249,3764
22712,22557
29795,1884
30234,14763
32702,27484
15697,1293
23129,13985
16073,4024
2341,8509
14763,20865
16135,4902
4793,348
5706,6694
8039,2783
8259,5001
16478,5241
11265,3842
34116,1574
599,29
10678,110
7161,2285
15941,5036
7911,1285
1679,2913
10649,24255
24006,17641
1799,1517
22442,3606
4199,2992
498,2606
3055,27450
14777,20921
1712,31319
2422,4125
5978,5288
369,3889
23280,1672
24460,12334
10167,8646
4974,2207
17166,5241
31891,14221
3342,3721
5706,5539
1702,1934
13307,13314
2973,14212
110,2093
5184,704
29095,28961
23418,9900
16598,2690
1323,34368
7141,10277
4118,9577
3055,3664
27875,18900
2181,656
7922,4426
738,18631
5384,11
12651,2248
28926,1798
25469,4024
156,1687
4395,9296
7258,1413
9023,9318
14441,6985
257,30786
9895,9247
2622,749
32095,12122
10863,15300
4827,8172
18715,14026
1517,1026
4827,1756
964,3294
14220,21511
1094,9002
14411,5241
5471,5241
20791,101
31952,8057
25274,3906
1026,1139
25736,24905
1892,29169
28968,6531
32771,27573
27994,6325
1172,964
2323,308
12226,9023
11906,9607
20971,21387
526,35
7551,8431
18044,20395
23307,27573
22467,24149
1004,2319
14455,8172
730,3248
14856,2100
8286,11280
24758,17760
27845,3169
1221,3485
8047,21063
16322,6151
18430,3842
345,404
5645,16509
5872,9318
15287,14337
19802,4094
98,3156
1039,1724
248,471
11149,1118
11915,651
27735,15082
4935,25209
20631,943
25380,32975
2093,1135
563,5178
754,1740
126,2171
13290,4584
690,4199
10986,2817
18900,16007
14349,13007
7814,1994
1577,1026
6043,690
2796,10862
13873,10045
24331,5241
1048,682
6414,3077
21006,3422
21071,7981
8862,3842
3827,15739
3346,2634
4199,4765
9044,8986
2142,22123
31431,30935
28464,10919
26064,22
25166,5288
2295,16703
1264,22379
28959,8646
492,400
21808,5241
10753,12795
13654,6150
6002,18035
10225,4008
21987,3294
6763,5890
3561,2973
28435,8646
22206,24535
357,4147
1568,9958
5954,4031
761,8172
8235,4094
1017,12299
22984,2171
2569,6325
5143,4755
3317,10160
16502,7034
16414,4935
31171,7037
4189,263
1405,5241
8416,9767
21945,35
5241,11679
23099,9476
18407,1333
10406,8900
5791,15529
98,2351
3647,15929
8525,3294
98,24982
33901,3701
5226,6860
5241,8646
12099,5036
27329,3386
226,4199
10416,169
5477,14026
19421,1318
6501,1517
9116,702
6191,537
1019,1391
2264,13202
21096,5543
16208,3904
3284,197
34261,2142
18189,5203
2827,2927
707,715
454,3275
19776,7329
3633,4488
4815,5397
27239,2338
914,4199
699,73
97,1725
18027,4094
74,21
18900,14047
27429,6599
662,191
225,190
23228,24357
30606,6985
30,3886
1320,1854
7517,10593
17558,24934
3556,2174
2680,4755
29196,964
1517,1644
1969,3431
33432,33185
780,1351
11260,6694
5136,9545
7696,9023
4,1884
28171,3422
32019,98
2734,4991
19389,4008
4384,1804
7159,9572
1397,761
17639,3581
9810,4250
964,20127
10983,909
22471,5288
28821,14269
14250,1969
309,2116
1517,1994
23048,1135
24174,21360
31017,17442
11093,1454
914,11
13471,17665
7771,10486
27214,537
4094,1826
20611,20157
10864,5539
2973,4576
7233,6646
13267,6531
7459,24894
820,7142
3055,6860
3827,16007
8101,2669
23172,25872
25714,14221
14100,17085
24557,27140
12944,4565
15370,845
21262,21780
7601,7981
30810,9393
1550,3231
33962,6531
11680,4755
1207,2865
30,48
24430,24332
25487,1383
184,6150
19421,25372
3940,3237
3544,3237
28572,32008
11665,690
9829,1243
5474,2319
1771,14692
26603,1672
16673,179
22438,8507
31867,5288
15461,7729
19726,2973
583,382
4566,3864
13988,5890
3783,2472
17389,5984
9667,5796
19965,5241
18781,1253
1329,1892
1886,2749
33669,25503
5523,5594
1474,10160
27085,3294
6290,7981
5400,6692
6981,17698
24976,25380
1817,4083
4680,1118
13952,167
3747,7329
2219,12199
2584,54
13732,31160
11680,567
22822,4309
2808,15977
11205,1994
938,4114
3023,101
21598,3928
896,3888
3456,3366
18421,14839
18610,21908
1,3
3891,3294
3428,1318
1402,25159
20850,15554
15744,1944
152,172
8951,2973
2053,768
8555,2973
23532,9545
17338,5241
4382,3531
30488,9476
490,167
5161,3269
21061,690
4199,4578
32766,3606
13992,14653
19381,8172
212,3606
6151,13807
179,1968
703,23845
16273,1884
7551,20271
27464,24766
8066,8070
4001,19273
4055,3294
2245,2816
18026,5241
5241,24324
21166,110
7850,6725
12616,265
8937,10780
2285,16178
19801,248
28863,8347
6418,5641
25621,12447
1440,1076
10681,4976
13513,1944
498,22285
19363,22
7599,6325
14909,20340
964,10946
6563,5241
21416,20637
2153,194
4735,9819
129,696
25953,1293
210,126
657,815
16765,1191
1517,5645
5543,5791
8368,2342
579,932
4440,3485
22003,4340
4484,3003
7022,6694
19164,5447
14005,15588
15798,7791
10967,270
1918,3710
3435,179
17176,22575
2036,1487
184,7923
676,7631
9979,12409
7834,5791
18968,4754
21500,19180
4653,29792
6400,7290
1096,111
9726,1383
25976,25978
13732,153
7554,6151
569,594
8418,2055
2142,18098
5400,1699
29242,7188
27000,28930
105,1399
10753,8770
11801,6481
21401,22557
11343,9767
32312,537
25129,24766
541,1929
29892,1039
14211,32029
19363,24881
21173,18943
1179,8632
14441,1000
1132,2370
33735,1508
13316,4008
3636,3444
11898,348
191,1523
738,8108
2913,605
26942,8172
309,4962
23276,23056
12170,12555
11672,27362
1242,25546
26232,9702
9983,5711
427,487
182,656
15894,6694
14777,17514
19132,3606
10732,322
7427,690
5786,24342
2450,5395
20494,3170
1194,2093
10102,22557
25717,10949
1383,2746
16236,13978
761,19207
3439,247
30976,14221
850,24914
4395,5539
21637,1118
690,14079
13985,2423
13512,513
1970,5697
2428,159
11654,25628
14764,6325
7233,43
9196,1517
19268,4591
1164,349
22856,23759
11906,26603
26557,21139
17306,6725
35,3238
281,261
4673,3948
2247,1252
0,19
5791,13732
27547,25261
18900,3606
1705,703
15177,1017
15247,1756
5228,1726
6343,1413
35,6621
2774,13978
1771,4706
7752,5711
18980,4309
24959,5241
28318,24357
1682,2382
951,1180
13103,5539
6095,4694
7437,3606
3161,3285
3789,602
14651,2075
4962,16509
6244,1784
23270,16020
1119,13007
2658,1910
17575,8431
2164,5539
5524,4878
24608,17442
5397,3605
17654,7034
19409,14221
257,210
1284,4214
1232,4024
32683,964
5122,4309
1225,601
3783,5668
13180,22913
25123,5241
26346,6151
32075,18986
21945,466
11339,7284
21082,25166
9601,4962
9874,23056
11306,11308
22385,4902
30387,13021
1968,14645
30783,943
13267,5539
106,13977
289,98
3583,1823
2492,6694
248,3480
1402,2341
4827,6993
31532,5353
1933,1977
4199,7424
3077,6566
1243,7946
10060,21876
4849,4308
10300,9285
17622,17645
16244,12660
654,1135
20013,28456
704,498
26257,25707
17698,5397
25359,24557
19889,13114
21381,2171
17854,3658
426,4691
21467,1191
5130,1517
6095,3889
22895,5539
9443,215
182,11878
17347,1383
2445,58
1951,3687
20963,9767
30647,651
765,5288
12768,1253
17667,17014
668,1191
1700,5539
4716,2816
20157,27050
129,159
657,6694
19801,25725
14392,5890
12052,4466
347,1550
1135,9702
11033,5241
10718,10333
14364,3842
1995,1700
1783,4261
7825,8925
5384,4443
98,1977
17833,20874
9034,5241
3366,2481
6381,15371
11328,5539
5791,5706
1175,2311
6598,1076
16154,3294
10982,4902
25359,7537
14810,4309
21945,11
493,1725
1365,8070
17744,24939
173,57
24336,30070
34290,5539
2822,4488
29,6694
1147,16478
2078,7188
8330,22050
3544,1440
8554,8172
9667,616
3600,4755
12937,8363
24699,5397
21516,6694
3684,696
23109,2973
6638,101
25545,22572
18123,17014
7959,20013
11246,2100
4706,3575
21454,2783
17999,1672
7409,2607
18460,6985
4518,3524
22234,22371
1813,1413
1901,2014
12122,9318
7157,1605
474,520
15374,5182
21237,7629
7311,5455
1399,83
98,1172
18716,8079
8646,190
20268,1351
16500,1995
18430,5241
15540,26762
13292,5679
3269,20991
5513,5711
5791,24149
3056,696
126,187
22937,7188
1712,1711
1017,166
33415,5288
9578,4307
19688,3701
139,422
11442,11437
1017,9965
4935,2472
3469,1804
490,4786
638,520
27749,322
2351,14651
9729,7859
9015,2100
26506,14221
17855,4902
4469,198
2973,20067
20437,15281
4400,2313
17661,20120
1483,2009
69,1531
3713,1383
48,654
8109,308
3709,8057
30695,30788
23129,2820
14522,13021
6138,3854
1222,13753
14393,10921
25189,14026
25432,198
10190,21436
14385,9525
19777,6725
27420,3422
1126,3842
780,3205
10458,690
4515,169
4914,440
210,1362
30164,14506
27245,31125
8908,1048
14651,17753
3077,768
19288,8439
32992,12486
9983,7752
11108,1711
19816,2142
32262,14892
28471,25166
7842,1253
1118,167
309,3970
22,4694
1383,1404
16927,14439
3906,1000
5368,10594
27344,27347
13279,101
698,520
8289,1191
28902,23817
11253,4694
5871,2520
537,3046
783,6485
18654,5241
3807,3623
33507,14221
30917,22448
30,4935
28073,10379
6517,9461
26833,28713
10280,4309
28856,30238
7348,2973
1245,1039
8101,1490
6690,529
10982,18352
18388,22
29817,10210
4943,4537
3288,964
14777,21783
20476,6860
3454,2165
5978,6150
17553,25989
2108,101
4126,1282
22,3889
12537,8108
1771,13513
2286,2093
613,4330
2483,9023
20595,10874
7427,24557
7923,8923
31107,20636
9607,10982
24191,132
13180,24954
4815,5641
13491,26536
567,198
489,5203
11253,3889
14393,12344
27123,4851
20888,546
3379,651
5232,3485
27649,4143
15230,2638
14178,13853
1135,3099
10006,1804
1009,4680
13961,8900
37,1137
16358,6694
13704,24550
1243,188
2748,30
30350,32149
7008,2100
18147,6325
22311,1517
26214,19757
28489,5288
5543,21282
1772,3161
7752,19779
7879,8220
32772,11691
3077,2191
152,2026
749,30
26047,30382
21791,2390
129,322
3861,21
9403,198
2806,1139
18078,1243
15343,13253
18762,7537
4970,1391
1771,9325
8495,14575
33987,5543
4311,257
15114,10949
25823,5764
5122,14994
1139,12266
29,91
22173,1179
19065,14893
4437,2059
29177,5288
21868,1297
32112,3889
15456,26901
10388,943
106,2031
6924,8414
823,137
926,1770
2192,13704
8770,2887
3561,14439
23767,20691
5524,9497
476,29
4469,4199
7752,5792
97,7580
22709,21511
15814,1884
28608,2512
9910,537
1004,3531
11241,11368
10522,5265
19402,1804
101,31084
15847,1243
28644,2142
6235,4755
3417,5241
26148,27000
867,35
1118,3818
187,6692
4669,473
1157,2992
4170,3758
25399,25192
964,9767
27165,6150
29663,17582
15900,14086
4735,27888
4567,196
6093,915
126,0
14651,5539
27479,8003
490,1216
7923,547
21684,964
33170,4516
1264,610
16267,6151
5126,11679
22619,11795
2142,16569
2451,30910
4935,2285
5659,1562
10912,1636
3606,14158
23712,12632
16730,4340
21,11476
2660,21635
7989,1517
2946,2973
699,1740
22335,2587
27429,27514
24328,24649
4008,21493
25908,2973
517,5641
3709,1454
1384,5226
14135,12196
4020,5288
4118,2413
6862,14278
5988,690
16375,10006
8259,6481
12980,6694
8873,1456
289,529
19643,16172
7042,101
14704,30783
8065,19447
2515,2413
4118,5796
15604,19928
29194,1804
22782,25156
16155,4755
5477,5089
15481,21026
17398,14985
22997,9280
98,180
162,33184
1397,2428
17615,690
27573,6860
21043,9023
19065,101
773,5230
2855,1700
31718,31049
2165,1253
0,3028
4231,3606
110,190
5232,31272
28246,3169
16082,24814
3360,23500
12962,1550
30078,5126
11,184
14737,2973
23551,10970
26168,10982
21180,7981
5872,1804
29433,14221
9667,5235
21792,631
1222,2962
4680,10006
13957,19979
23099,6150
28709,11157
6493,1333
6395,4962
567,4199
13992,15247
32900,8172
10780,5226
15782,1517
15386,1517
35,5092
2973,16042
28116,14026
22008,4578
845,4143
2783,26498
29231,127
7696,86
33837,2834
1118,5241
9476,9023
32895,631
15534,634
9548,9865
126,1423
19643,25166
12106,2100
3544,4904
9182,5543
2171,1017
19357,10250
4199,634
6849,27921
8545,1724
1764,104
24547,17889
24526,17012
5843,3294
8525,3701
643,2100
493,5539
15371,54
26452,29184
5426,3945
1164,1048
1666,2198
9013,257
10389,4415
11192,15127
6399,4680
27214,14231
18568,11672
8451,4691
8206,11276
19369,15895
1420,2142
2351,22
603,422
28617,964
4152,6830
20618,2942
3431,654
23261,22642
22107,10949
4024,1168
6665,1574
23602,3687
20543,324
818,761
32564,8172
1026,1464
31779,3701
18173,943
4950,1333
13449,3842
1221,34362
23778,14651
13715,1517
33647,5288
28900,3130
13939,6860
3518,25509
916,3928
11752,16
18173,1293
11975,12331
10563,2100
32044,5288
31084,32307
4127,7308
8110,6626
2749,3077
3569,2816
1800,4591
10721,12485
1284,5263
7761,3439
6606,13021
820,3816
14397,1672
13732,28639
15942,943
5859,5624
13732,15807
2063,1968
2500,1969
602,1644
12551,11336
2973,33680
9585,4754
24557,10982
3399,6727
11523,20693
4309,2976
37,145
4765,3781
15563,14129
18961,13952
19121,5539
1179,14487
2311,3201
25807,3889
0,263
10190,12418
3678,9525
9903,6726
5791,1144
22096,21282
26557,24766
8332,2100
14501,14453
25370,101
490,20277
14351,11476
9060,15082
13775,1517
342,377
3979,3222
656,8646
11715,110
17961,15127
22834,9318
24557,27547
6745,324
28837,1222
4375,13021
2171,2790
10036,1778
304,1024
27069,13021
18638,8172
5524,5122
1073,74
9450,8070
3168,7329
5866,9023
2165,8637
22143,8646
17318,7329
19439,2973
2968,101
9322,156
1973,5434
11967,13513
2315,2165
1372,3524
5639,349
3366,147
4375,19787
20400,24824
105,33
9034,19122
196,151
9649,1490
11674,3842
3237,14262
880,29
4274,15948
4827,3854
20737,1963
11898,8431
5477,4902
1864,953
6235,23011
4954,10045
1518,316
18900,28709
20980,17936
22753,6481
3360,3715
17742,6694
12751,3422
10736,2512
3162,2976
30194,33222
24585,27659
1026,3237
16273,17806
2400,10732
8768,10493
5184,5030
18611,6325
10572,16818
2236,9577
13070,15418
19194,6151
2198,425
357,634
14212,10512
4935,1293
1172,29
15306,15738
22839,2441
738,3709
24137,23712
1323,198
14985,16851
17886,5288
357,4017
106,234
16418,15127
24721,19976
14234,18380
22515,19498
74,696
5984,5241
5397,6427
3528,10250
605,332
2558,1118
156,2980
9311,690
31171,29538
2153,3284
17099,14707
964,1204
3529,1026
16125,14501
9427,1804
125,634
473,31145
5725,4199
6279,5539
24312,3125
12005,1861
21820,14139
11300,16567
9365,4309
12159,5711
6381,2783
14875,17780
6341,16216
11510,5265
1548,1605
5880,5241
15630,17124
21129,20637
22380,6599
964,1554
15742,10949
2584,12488
10731,11162
18078,5057
26846,5539
27973,325
16853,314
12106,21511
26631,27050
33755,5624
12122,2796
761,3854
699,2976
2822,1699
20411,15109
16514,10647
29455,4909
13714,18098
7727,4473
19246,4755
2351,12667
7427,4935
3683,3721
5400,1756
3055,4152
265,22871
1172,9023
15545,27000
5184,17407
1633,15834
33557,2606
2136,31172
2783,22123
23048,14992
30644,16007
11436,5851
5838,21580
4118,616
5242,30594
5513,8988
1971,25628
25781,9702
1550,3906
2424,498
3461,5190
8896,11162
17615,24557
31838,4094
369,189
15160,14707
4978,2413
721,4024
1399,3710
2204,8079
12944,2207
22668,15121
1139,2093
2584,1884
5226,22140
783,28287
5184,37
24051,6894
25398,6150
8959,24693
30525,14221
20343,6091
183,184
12155,1000
8856,10982
7625,19980
7495,1440
23890,11672
14220,31798
3169,8172
2445,1725
13631,12155
22427,9023
8269,29881
1799,1550
18170,54
9729,1687
11682,1719
3960,2285
14176,22077
2170,3183
23801,10102
205,1636
5528,197
98,261
14178,22123
2749,6273
23475,3701
22338,25166
4648,5288
2465,98
30321,54
13704,32820
7783,567
19893,23948
105,651
5397,17649
6987,3077
3840,4031
17123,1440
1118,61
9034,492
14873,6325
657,15127
20672,20653
3789,309
27321,654
4886,5052
1951,4199
19369,15253
31975,29416
25609,25594
2796,17766
17829,9186
1550,19316
4940,5288
738,13776
14403,899
2422,3003
1333,2285
28726,265
4378,6716
1608,46
19661,23948
26291,6151
16045,2732
23335,257
19843,17014
27157,14933
5244,2666
8389,5049
3279,4529
8733,9023
1700,25649
10390,2843
5524,4935
3652,3579
21554,20896
14212,27345
7824,2796
1258,3050
2717,2547
9607,15414
324,31290
4303,1819
29483,10982
15415,26098
28994,1680
2973,22889
196,25628
537,257
31409,3906
13952,37
4886,7280
21363,17514
3981,2707
440,324
2270,1454
2,98
520,1781
8897,9023
8866,3294
21919,18900
4315,5212
7348,184
7458,352
654,14024
10169,5661
5043,11778
1526,13953
21817,5791
22518,11
32962,5288
34191,10559
15861,19368
798,190
1207,5313
5130,1574
16643,33367
7549,3099
7802,1293
26409,22371
15373,23189
2504,3728
2669,2075
21,498
4586,198
30524,31634
11161,13993
13985,520
604,324
29899,25166
6653,1995
23327,5226
12057,12064
2142,25189
29587,24113
5827,1687
22698,24680
30024,17698
2783,110
11346,160
890,129
3026,9667
292,1900
15264,8128
32065,30382
18306,964
11,160
3485,567
14601,3842
12106,4759
654,37
24496,1362
939,2650
2993,10658
14068,19594
16222,17630
1430,22889
4326,10982
21045,5288
27416,10982
26017,27573
1779,3795
159,21908
703,3312
4691,7138
1611,5150
17667,15916
1490,13491
32767,2142
32672,5288
12717,567
14368,13066
6927,3294
12226,3713
173,22745
464,263
28525,651
17327,5645
16042,1605
3664,101
2783,2338
2387,2338
1191,9667
4618,10982
13768,8348
1323,5622
32004,5539
4404,3294
6183,2207
15204,3889
16508,6481
12427,212
11434,1454
3366,1383
668,443
15922,9767
1258,1440
19377,6714
7978,5036
10742,33391
277,63
8881,7284
16260,16178
12122,15791
3425,1963
23468,6531
29381,15511
14667,651
23943,3606
13985,6481
12013,14343
32218,745
1094,12336
0,694
2364,2512
31586,10102
13548,33275
5039,5912
7866,3290
34586,2682
13507,14026
8810,5539
13722,10982
2234,187
10429,33
26136,6481
179,12710
29188,5667
21944,2825
2515,10228
3816,1969
13535,8123
4199,12287
8556,704
1383,2266
6444,19109
1026,1440
9577,10555
16826,8079
32700,6531
5243,6846
4902,137
5312,27362
18007,5353
3105,4028
6555,631
12122,1804
13491,15371
18777,5005
28396,13961
5795,4326
2314,1994
137,2
166,4904
20013,6150
3378,2093
699,5367
16007,964
914,3077
25225,20156
3617,4361
8878,8460
33556,14221
8509,23115
7125,2100
26492,29282
26271,4962
23880,27362
440,942
5978,10045
31494,6325
27574,7329
2361,2190
12768,12882
5263,4815
10987,6726
30,6147
15526,30088
54,125
1240,13985
2266,2303
8243,8070
547,3441
738,757
29813,23381
17324,1135
33848,14221
32396,27946
1333,18313
30078,21585
197,29
12335,2046
3599,9393
1973,11476
6474,3055
24312,19421
17818,14825
6021,31568
33220,14221
10333,14580
17874,10970
836,137
8495,24886
3454,5255
8122,2424
20491,10982
35,2303
8808,10299
11358,4171
29659,25923
14005,19109
802,526
11970,3237
6536,119
1390,696
1429,10450
34601,14966
2855,1139
8082,6408
25801,31188
1399,1913
699,24
31084,4309
5810,13978
12324,702
5851,3399
111,3237
3664,719
11192,15371
22,7329
208,137
16689,2973
15489,704
23014,23009
4954,2100
15643,10970
11280,1605
74,322
17100,27390
4518,4199
5791,5226
11651,3992
25126,20819
9836,3170
1043,9983
3614,3234
6852,1644
5226,2973
14979,15127
6412,4755
17279,156
4538,2572
14627,8259
1489,651
14068,159
1767,2093
17246,13979
1579,2796
808,667
1577,6133
17446,4241
13805,3906
9665,14026
16200,5791
8638,3606
964,1180
11134,5543
3073,1725
14300,1633
26980,8363
19007,5146
1698,1175
13685,3023
14301,5241
24825,10102
15885,10102
4192,2285
109,1605
29875,32448
25189,4902
14984,1484
21929,20474
4306,2572
1195,3183
9598,5984
11809,1144
15886,16339
730,1134
2973,17709
27547,6151
1258,1253
20115,10428
289,1391
5860,54
440,1560
8841,9950
6606,3816
27157,32734
8218,4309
25114,5667
4950,7188
20845,101
657,2726
25144,7761
964,3408
14681,19768
2646,2388
1397,257
7561,12266
8986,101
17459,14221
12106,16949
1833,3039
918,30
4008,1952
6900,3889
19226,5203
738,24006
2734,1454
11593,11476
1944,16641
1447,3003
20960,209
3496,3497
3322,2378
25316,6151
24539,15127
16485,10982
2494,1243
11194,8172
76,2572
2511,32149
19274,5624
14895,2142
8007,12733
538,159
29553,9900
3055,2973
12234,5241
4240,1147
25900,2388
3400,3385
4400,34613
7049,3581
98,3270
26458,30265
10521,8079
3,0
2871,3795
7995,1015
19390,5203
18307,21269
6320,19421
1000,11709
431,2921
899,5241
5477,5146
1026,98
630,98
3654,30070
1179,1094
1115,5805
26582,22572
590,699
6063,5243
17686,22090
20411,2976
5973,6481
21657,17641
1952,263
1556,263
2394,1362
5105,13087
11253,4214
24583,31240
7099,3294
31060,369
27503,5397
31456,29416
20971,4481
5816,4962
324,4902
4188,6218
1729,1130
17909,7236
1019,21908
9607,5241
9034,11795
22839,18900
27838,4340
6919,101
2225,1711
6240,27362
8259,2350
5241,1994
1817,196
1246,1161
139,12669
11650,8172
12121,19835
20433,4024
16598,14026
20240,10045
30926,26568
348,22642
8163,11687
15689,1383
9628,19300
599,761
3326,187
4024,5413
1471,690
19889,12447
11975,11
15971,14278
223,1413
20474,2520
7867,964
30194,16446
2204,9128
2744,6598
9153,12776
10557,6150
30311,4199
17023,30
33852,166
29091,554
27943,5645
29072,31803
24328,6531
6162,2165
1270,5288
22213,1253
1831,1383
267,180
2328,2189
704,181
9730,2207
11499,432
14370,10160
14870,21063
26625,4094
4464,1147
357,73
26915,14221
5988,5203
25604,8206
3441,17264
2600,3816
3529,6531
12280,33427
699,25851
24720,22977
4553,26479
768,4488
24916,14221
1482,3831
4935,10531
10190,98
5269,3237
28644,12266
21894,9959
28588,25166
18999,30382
17689,1180
13725,2666
28932,18560
101,9128
727,1454
1372,2158
31005,10780
5642,4916
3219,12317
1817,2774
22575,22371
22913,6151
11607,6916
6166,13961
16834,1605
5072,2319
1705,1809
17521,25166
27052,2976
28268,16301
3674,6481
27302,20120
785,1809
16000,5543
26826,943
7125,10102
155,1413
88,191
10332,2783
7345,1740
15461,5265
27915,28456
3050,7785
4437,4962
29960,2413
30371,4199
14738,1672
9540,2059
14212,18595
3981,27542
1413,4791
14763,3422
8228,5241
81,151
2973,4340
21096,4852
6501,29873
24547,4309
18356,10102
25141,2796
